docID,submitted_at,edinet_code,ticker,filer,doc_type,doc_title,period_from,period_to,url
S100WDEI,2025-09-17 09:06,E32011,,?????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WDEI?type=5
S100WOCF,2025-09-17 09:06,E35933,,??????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOCF?type=5
S100WLTK,2025-09-17 09:06,E08957,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WLTK?type=5
S100WLU3,2025-09-17 09:06,E08957,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WLU3?type=5
S100WJUU,2025-09-17 09:06,E12434,,???????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WJUU?type=5
S100WNOI,2025-09-17 09:07,E10677,,?????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WNOI?type=5
S100WOH2,2025-09-17 09:07,E12492,,??????????????????,995000,???????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOH2?type=5
S100WOCN,2025-09-17 09:07,E35933,,??????????????????,07A000,?????????????????????8?(2024/12/25?2025/06/24),2024-12-25,2025-06-24,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOCN?type=5
S100WMDR,2025-09-17 09:07,E08957,,????????????????????,07A000,?????????????????????14?(2024/12/21?2025/06/20),2024-12-21,2025-06-20,https://api.edinet-fsa.go.jp/api/v2/documents/S100WMDR?type=5
S100WKIN,2025-09-17 09:08,E08957,,????????????????????,07A000,?????????????????????6?(2024/06/21?2025/06/20),2024-06-21,2025-06-20,https://api.edinet-fsa.go.jp/api/v2/documents/S100WKIN?type=5
S100WNXX,2025-09-17 09:08,E12481,,????????????,07A000,?????????????????????40?(2024/12/21?2025/06/20),2024-12-21,2025-06-20,https://api.edinet-fsa.go.jp/api/v2/documents/S100WNXX?type=5
S100WN3N,2025-09-17 09:08,E12586,,??????????????????????????,995000,???????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WN3N?type=5
S100WOCK,2025-09-17 09:08,E35933,,??????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOCK?type=5
S100WMDQ,2025-09-17 09:08,E08957,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WMDQ?type=5
S100WKIP,2025-09-17 09:09,E08957,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WKIP?type=5
S100WOCQ,2025-09-17 09:09,E35933,,??????????????????,07A000,?????????????????????8?(2024/12/25?2025/06/24),2024-12-25,2025-06-24,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOCQ?type=5
S100WOCO,2025-09-17 09:10,E35933,,??????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOCO?type=5
S100WG6P,2025-09-17 09:10,E08957,,????????????????????,10A000,???????????????????25?(2024/12/21?2025/12/22),2024-12-21,2025-12-22,https://api.edinet-fsa.go.jp/api/v2/documents/S100WG6P?type=5
S100WNY0,2025-09-17 09:10,E12481,,????????????,04A001,?????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WNY0?type=5
S100WNX7,2025-09-17 09:10,E13343,,???????????????????????????????,10A000,???????????????????12?(2024/12/18?2025/12/17),2024-12-18,2025-12-17,https://api.edinet-fsa.go.jp/api/v2/documents/S100WNX7?type=5
S100WMWH,2025-09-17 09:11,E12444,,???????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WMWH?type=5
S100WO1S,2025-09-17 09:11,E12481,,????????????,04A001,?????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WO1S?type=5
S100WG6S,2025-09-17 09:11,E08957,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WG6S?type=5
S100WDFR,2025-09-17 09:11,E15787,,????????????,07A000,?????????????????????19?(2024/12/18?2025/06/17),2024-12-18,2025-06-17,https://api.edinet-fsa.go.jp/api/v2/documents/S100WDFR?type=5
S100WOD2,2025-09-17 09:11,E35933,,??????????????????,07A000,?????????????????????7?(2024/12/25?2025/06/24),2024-12-25,2025-06-24,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOD2?type=5
S100WGE0,2025-09-17 09:11,E12448,,??????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WGE0?type=5
S100WDFQ,2025-09-17 09:12,E15787,,????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WDFQ?type=5
S100WOCY,2025-09-17 09:12,E35933,,??????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOCY?type=5
S100WK2M,2025-09-17 09:12,E08957,,????????????????????,10A000,???????????????????7?(2024/12/21?2025/12/22),2024-12-21,2025-12-22,https://api.edinet-fsa.go.jp/api/v2/documents/S100WK2M?type=5
S100WOD6,2025-09-17 09:13,E35933,,??????????????????,07A000,?????????????????????7?(2024/12/25?2025/06/24),2024-12-25,2025-06-24,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOD6?type=5
S100WMWV,2025-09-17 09:13,E12444,,???????????????????????,07A000,?????????????????????23?(2024/12/18?2025/06/17),2024-12-18,2025-06-17,https://api.edinet-fsa.go.jp/api/v2/documents/S100WMWV?type=5
S100WK2N,2025-09-17 09:13,E08957,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WK2N?type=5
S100WDEH,2025-09-17 09:14,E12430,,????????????????????,07A000,?????????????????????32?(2024/12/18?2025/06/17),2024-12-18,2025-06-17,https://api.edinet-fsa.go.jp/api/v2/documents/S100WDEH?type=5
S100WOD3,2025-09-17 09:14,E35933,,??????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOD3?type=5
S100WNXA,2025-09-17 09:14,E13343,,???????????????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WNXA?type=5
S100WGE1,2025-09-17 09:14,E12448,,??????????????????,07A000,?????????????????????28?(2024/12/19?2025/06/18),2024-12-19,2025-06-18,https://api.edinet-fsa.go.jp/api/v2/documents/S100WGE1?type=5
S100WDEC,2025-09-17 09:15,E12430,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WDEC?type=5
S100WODJ,2025-09-17 09:15,E35933,,??????????????????,07A000,?????????????????????6?(2024/12/25?2025/06/24),2024-12-25,2025-06-24,https://api.edinet-fsa.go.jp/api/v2/documents/S100WODJ?type=5
S100WDEN,2025-09-17 09:15,E12430,,????????????????????,07A000,?????????????????????32?(2024/12/18?2025/06/17),2024-12-18,2025-06-17,https://api.edinet-fsa.go.jp/api/v2/documents/S100WDEN?type=5
S100WODH,2025-09-17 09:16,E35933,,??????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WODH?type=5
S100WMWT,2025-09-17 09:16,E12444,,???????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WMWT?type=5
S100WDEK,2025-09-17 09:16,E12430,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WDEK?type=5
S100WODM,2025-09-17 09:17,E35933,,??????????????????,07A000,?????????????????????3?(2024/12/25?2025/06/24),2024-12-25,2025-06-24,https://api.edinet-fsa.go.jp/api/v2/documents/S100WODM?type=5
S100WDET,2025-09-17 09:17,E12430,,????????????????????,07A000,?????????????????????24?(2024/12/18?2025/06/17),2024-12-18,2025-06-17,https://api.edinet-fsa.go.jp/api/v2/documents/S100WDET?type=5
S100WODK,2025-09-17 09:18,E35933,,??????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WODK?type=5
S100WP3F,2025-09-17 09:18,E01677,62790.T,??????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP3F?type=5
S100WDEQ,2025-09-17 09:18,E12430,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WDEQ?type=5
S100WOU9,2025-09-17 09:20,E37165,25850.T,?????????????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOU9?type=5
S100WONX,2025-09-17 09:32,E03626,,?????????????,12A000,??????????????????1?(2024/12/23?2025/06/22),2024-12-23,2025-06-22,https://api.edinet-fsa.go.jp/api/v2/documents/S100WONX?type=5
S100WNEI,2025-09-17 09:34,E00635,78870.T,????????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WNEI?type=5
S100WP40,2025-09-17 09:43,E03810,,????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP40?type=5
S100WOEC,2025-09-17 09:44,E33191,,????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOEC?type=5
S100WNP8,2025-09-17 09:52,E35986,,?????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WNP8?type=5
S100WP4B,2025-09-17 09:59,E40334,324A0.T,?????????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP4B?type=5
S100WOYW,2025-09-17 09:59,E31533,,???????????????????????,995000,???????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOYW?type=5
S100WOK1,2025-09-17 10:00,E01790,67070.T,??????????,110000,??????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOK1?type=5
S100WOZY,2025-09-17 10:01,E02398,79620.T,?????????,030000,?????????77?(2024/06/21?2025/06/20),2024-06-21,2025-06-20,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOZY?type=5
S100WP0B,2025-09-17 10:03,E02398,79620.T,?????????,042000,???,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP0B?type=5
S100WK3L,2025-09-17 10:03,E05617,21210.T,????????,053001,???????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WK3L?type=5
S100WP0K,2025-09-17 10:06,E02398,79620.T,?????????,010000,?????????77?(2024/06/21?2025/06/20),,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP0K?type=5
S100WP4I,2025-09-17 10:20,E37678,,???????????????????????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP4I?type=5
S100WORW,2025-09-17 10:23,E11652,,?????,090001,????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WORW?type=5
S100WOWW,2025-09-17 10:33,E37678,,???????????????????????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOWW?type=5
S100WP1T,2025-09-17 10:36,E40894,,????????????????????????????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP1T?type=5
S100WL2V,2025-09-17 10:54,E05907,,???,100000,?????,2025-01-01,2025-12-31,https://api.edinet-fsa.go.jp/api/v2/documents/S100WL2V?type=5
S100WP4R,2025-09-17 10:56,E05791,,?????????????????,082300,?????????,2025-01-01,2025-12-31,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP4R?type=5
S100WP4Z,2025-09-17 11:30,E01960,69570.T,????????,040001,?????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP4Z?type=5
S100WOXS,2025-09-17 11:47,E11943,,????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOXS?type=5
S100WP1M,2025-09-17 11:55,E05191,48470.T,?????????????????,030000,?????????42?(2024/07/01?2025/06/30),2024-07-01,2025-06-30,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP1M?type=5
S100WP15,2025-09-17 11:56,E05191,48470.T,?????????????????,042000,???,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP15?type=5
S100WP16,2025-09-17 11:57,E05191,48470.T,?????????????????,010000,?????????42?(2024/07/01?2025/06/30),,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP16?type=5
S100WPGC,2025-09-17 12:46,E25648,21170.T,?????????????,023000,?????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPGC?type=5
S100WP2T,2025-09-17 12:58,E10888,,???,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP2T?type=5
S100WP4M,2025-09-17 13:05,E04232,90270.T,?????????????,170001,??????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP4M?type=5
S100WOLU,2025-09-17 13:05,E23615,,????????????,020002,?????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOLU?type=5
S100WPGN,2025-09-17 13:07,E01057,44640.T,?????????????????,040001,?????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPGN?type=5
S100WPGQ,2025-09-17 13:13,E37214,91580.T,??????????,053001,???????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPGQ?type=5
S100WPGX,2025-09-17 13:32,E37160,42580.T,??????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPGX?type=5
S100WOXZ,2025-09-17 13:35,E31955,39290.T,?????????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOXZ?type=5
S100WPH1,2025-09-17 13:43,E02395,79650.T,???????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPH1?type=5
S100WP4Q,2025-09-17 13:54,E02299,77320.T,?????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP4Q?type=5
S100WPH3,2025-09-17 14:08,,,,,,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPH3?type=5
S100WP33,2025-09-17 14:10,E22101,36330.T,??????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP33?type=5
S100WPG7,2025-09-17 14:15,E31216,60360.T,????????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPG7?type=5
S100WPHM,2025-09-17 14:19,E03740,87830.T,???????,042100,???,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPHM?type=5
S100WPHO,2025-09-17 14:22,E04463,,??????????,060007,???????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPHO?type=5
S100WPHS,2025-09-17 14:27,E04463,,??????????,010000,???????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPHS?type=5
S100WP13,2025-09-17 14:30,E22007,36880.T,??????????????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP13?type=5
S100WPGR,2025-09-17 14:32,E30739,,????,090001,????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPGR?type=5
S100WOWD,2025-09-17 14:43,E05041,94490.T,??????????????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOWD?type=5
S100WO8U,2025-09-17 14:43,E39743,,????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WO8U?type=5
S100WOWJ,2025-09-17 14:46,E05041,94490.T,??????????????????,113001,???????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOWJ?type=5
S100WOWH,2025-09-17 14:50,E05041,94490.T,??????????????????,113001,???????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WOWH?type=5
S100WP4F,2025-09-17 15:14,E36529,,???????????????????????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP4F?type=5
S100WPG6,2025-09-17 15:18,E30857,36950.T,??????????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPG6?type=5
S100WPD9,2025-09-17 15:30,E05114,47770.T,???????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPD9?type=5
S100WPHD,2025-09-17 15:30,E40865,,??????????????????,024001,????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPHD?type=5
S100WP24,2025-09-17 15:30,E37038,92510.T,??????????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP24?type=5
S100WPIB,2025-09-17 15:30,E40919,,????????,024001,????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPIB?type=5
S100WNCU,2025-09-17 15:31,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WNCU?type=5
S100WPIP,2025-09-17 15:31,E33026,39840.T,????????????,030000,?????????20?(2024/07/01?2025/06/30),2024-07-01,2025-06-30,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPIP?type=5
S100WP4L,2025-09-17 15:32,E36069,,??????????????????????????????????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP4L?type=5
S100WPGM,2025-09-17 15:33,E01819,67710.T,?????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPGM?type=5
S100WPIY,2025-09-17 15:34,E33026,39840.T,????????????,010000,?????????20?(2024/07/01?2025/06/30),,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPIY?type=5
S100WPJ8,2025-09-17 15:34,E40889,,????????,060007,???????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPJ8?type=5
S100WP47,2025-09-17 15:35,E35824,40550.T,???????????????,023000,?????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WP47?type=5
S100WPIK,2025-09-17 15:35,E05183,48400.T,??????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPIK?type=5
S100WPIX,2025-09-17 15:35,E03803,,???????????,010000,???????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WPIX?type=5
